ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Source
lamb1273,Lamboya,Papunesia,-9.70434,119.344,lamb1273,lmy,abvd;lexirumah;numerals
lame1260,Lamenu,Papunesia,-16.6098,168.171,lame1260,lmu,abvd;numerals
lamm1241,Western Pantar,Papunesia,-8.52787,124.057,lamm1241,lev,lexirumah;numerals
lamo1244,Lamogai,Papunesia,-5.87071,149.321,lamo1244,lmg,abvd;barlowpacific;numerals
lamp1242,Lampung Nyo,Papunesia,-4.43957,105.397,lamp1242,abl,abvd;barlowpacific;numerals
lamp1243,Lampung Api,Papunesia,-5.73463,105.037,lamp1243,ljp,abvd;barlowpacific;numerals
lana1236,Lanas Lobu,Papunesia,5.39196,116.577,lana1236,ruu,barlowpacific
lang1328,Pondi,Papunesia,-4.32557,143.925,lang1328,lnm,barlowpacific;numerals
lapu1236,Lapuyan Subanun,Papunesia,7.53449,123.13,lapu1236,laa,barlowpacific
lara1260,Larantuka Malay,Papunesia,-8.4746,122.7619,lara1260,lrt,barlowpacific
lare1249,Larevat,Papunesia,-16.1971,167.387,lare1249,lrv,abvd;numerals
lari1255,Larike-Wakasihu,Papunesia,-3.76522,127.956,lari1255,alo,numerals
lasa1237,Lasalimu,Papunesia,-5.23602,123.129,lasa1237,llm,abvd;lexirumah;numerals
latu1237,Latu,Papunesia,-3.41302,128.667,latu1237,ltu,
laua1243,Lauan,Papunesia,-18.2131,-178.785,laua1243,llx,
laua1245,Laua,Papunesia,-10.16145,149.25747,laua1245,luf,barlowpacific
lauj1238,Lauje,Papunesia,0.50708,120.262,lauj1238,law,barlowpacific;numerals
lauu1247,Lau,Papunesia,-8.51018,160.872,lauu1247,llu,abvd;numerals
lava1239,Lavatbura-Lamusong,Papunesia,-3.21903,151.728,lava1239,lbv,abvd;barlowpacific;numerals
lavu1241,Lavukaleve,Papunesia,-9.05569,159.119,lavu1241,lvk,abvd;numerals
lawa1257,Lawangan,Papunesia,-1.80261,115.876,lawa1257,lbx,abvd
lawu1237,Lawunuia,Papunesia,-6.15201,155.129,lawu1237,tgi,abvd;barlowpacific;numerals
ledo1238,Ledo Kaili,Papunesia,-1.03033,120.132,ledo1238,lew,barlowpacific;numerals
lege1241,Legenyem,Papunesia,-0.3592,130.749,lege1241,lcc,barlowpacific
leha1243,Lehali,Papunesia,-13.5043,167.332,leha1243,tql,abvd
leha1244,Lehalurup,Papunesia,-13.542726,167.343342,leha1244,urr,abvd
leip1237,Leipon,Papunesia,-1.9665,147.226,leip1237,lek,abvd;barlowpacific
leit1234,Leitre,Papunesia,-2.83713,141.62092,leit1234,,barlowpacific
lela1246,Lelak,Papunesia,4.11426,114.029,lela1246,llk,barlowpacific
lele1267,Lelepa,Papunesia,-17.6042,168.202,lele1267,lpa,abvd;numerals
lele1270,Lele (Papua New Guinea),Papunesia,-2.04783,147.207,lele1270,lle,barlowpacific;numerals
lemb1266,Lembena,Papunesia,-4.99504,143.891,lemb1266,leq,barlowpacific
leme1238,Lemerig,Papunesia,-13.739697,167.420676,leme1238,lrz,abvd;numerals
lemi1243,Lemio,Papunesia,-5.61407,146.441,lemi1243,lei,barlowpacific
lemo1243,Lemolang,Papunesia,-2.63313,120.27,lemo1243,ley,barlowpacific
lena1238,Lenakel,Papunesia,-19.4763,169.261,lena1238,tnl,abvd;numerals
leng1259,Lengo,Papunesia,-9.56425,160.42,leng1259,lgr,abvd;numerals
leng1260,Lengilu,Papunesia,3.69641,115.91,leng1260,lgi,
lenk1247,Lenkau,Papunesia,-2.33367,147.742,lenk1247,ler,barlowpacific
lenn1234,Len,Papunesia,-9.12,142.1,lenn1234,,
lepk1238,Lepki,Papunesia,-4.1059,140.464,lepk1238,lpe,
lesi1239,Lesing-Gelimi,Papunesia,-6.19889,150.506,lesi1239,let,barlowpacific
lete1241,Letemboi-Repanbitip,Papunesia,-16.4339,167.566,lete1241,nms,abvd;numerals
leti1246,Leti (Indonesia),Papunesia,-8.19808,127.674,leti1246,lti,abvd;barlowpacific;numerals
levu1239,Central Lembata-Lewokukun,Papunesia,-8.47094,123.44,levu1239,lvu,lexirumah;numerals
lewo1242,Lewo,Papunesia,-16.7612,168.334,lewo1242,lww,abvd;barlowpacific;numerals
lewo1243,Lewo Eleng,Papunesia,-8.35741,123.652,lewo1243,lwe,
lewo1244,Lewotobi,Papunesia,-8.54573,122.747,lewo1244,lwt,numerals
liab1237,Liabuku,Papunesia,-5.32268,122.699,liab1237,lix,lexirumah;numerals
lian1255,Liana-Seti,Papunesia,-3.11832,129.899,lian1255,ste,lexirumah;numerals
lihi1237,Lihir,Papunesia,-3.18895,152.606,lihi1237,lih,abvd;barlowpacific;numerals
liki1241,Liki,Papunesia,-1.60652,138.731,liki1241,lio,barlowpacific;numerals
liku1243,Likum,Papunesia,-2.16157,146.695,liku1243,lib,abvd;barlowpacific
lila1246,Lilau,Papunesia,-4.35479,144.99,lila1246,lll,barlowpacific
limo1248,Limos Kalinga,Papunesia,17.6081,121.381,limo1248,kmk,abvd;numerals
lind1248,Tado-Lindu,Papunesia,-1.35748,120.063,lind1248,klw,numerals
ling1265,Neverver,Papunesia,-16.1986,167.499,ling1265,lgk,abvd;numerals
lioo1240,Li'o,Papunesia,-8.68615,121.832,lioo1240,ljl,abvd;barlowpacific;lexirumah;numerals
lisa1239,Lisabata-Nuniali,Papunesia,-2.87434,128.265,lisa1239,lcs,numerals
lise1239,Lisela,Papunesia,-3.27358,126.981,lise1239,lcl,barlowpacific
litz1237,Naman,Papunesia,-16.1331,167.415,litz1237,lzl,abvd;numerals
lola1248,Lola,Papunesia,-6.34188,134.879,lola1248,lcd,numerals
lola1250,Lolak,Papunesia,0.85544,124.117,lola1250,llq,numerals
lole1239,Lole,Papunesia,-10.8069,123.085,lole1239,llg,barlowpacific;lexirumah;numerals
lolo1264,Loloda-Laba,Papunesia,1.95461,127.772,lolo1264,loa,barlowpacific
loma1261,Lomaiviti,Papunesia,-18.0001,179.306,loma1261,lmv,
lonc1237,Loncong,Papunesia,-0.02586,103.548,lonc1237,lce,numerals
long1395,Longgu,Papunesia,-9.75258,160.663,long1395,lgu,abvd;numerals
long1406,Western Lowland Kenyah,Papunesia,3.85226,114.82,long1406,ttw,barlowpacific
loni1238,Loniu,Papunesia,-2.06124,147.35,loni1238,los,abvd;barlowpacific;numerals
lonw1238,Lonwolwol,Papunesia,-16.2286,168.016,lonw1238,crc,abvd;barlowpacific;numerals
lora1237,Lorang,Papunesia,-6.30338,134.41,lora1237,lrn,numerals
lore1244,Nethalp,Papunesia,-15.334763,167.166325,lore1244,lnn,abvd;numerals
lote1237,Lote,Papunesia,-5.954,150.911,lote1237,uvl,barlowpacific;numerals
loto1240,Lo-Toga,Papunesia,-13.334872,166.634338,loto1240,lht,abvd;numerals
lotu1250,Lotud,Papunesia,6.13732,116.232,lotu1250,dtr,barlowpacific;numerals
loun1239,Loun,Papunesia,-2.8778,128.912,loun1239,lox,
louu1245,Lou,Papunesia,-2.38659,147.346,louu1245,loj,abvd;barlowpacific;numerals
lowe1412,Tanudan Kalinga,Papunesia,17.3441,121.311,lowe1412,kml,abvd;numerals
lowe1415,Lower Grand Valley Dani,Papunesia,-4.25684,138.992,lowe1415,dni,barlowpacific
luan1263,Luang,Papunesia,-8.18378,127.944,luan1263,lex,abvd;lexirumah;numerals
lubu1241,Lubu,Papunesia,0.63989,99.74549,lubu1241,lcf,barlowpacific
lubu1243,Lubuagan Kalinga,Papunesia,17.3879,121.0365,lubu1243,knb,abvd;numerals
luhu1243,Luhu-Piru,Papunesia,-3.13187,127.966,luhu1243,lcq,numerals
lund1271,Lundayeh,Papunesia,4.25064,115.5,lund1271,lnd,abvd;numerals
lung1249,Lungga,Papunesia,-8.17469,156.573,lung1249,lga,abvd;numerals
lusi1240,Lusi,Papunesia,-5.55033,149.148,lusi1240,khl,barlowpacific;numerals
maan1238,Ma'anyan,Papunesia,-2.1239,115.092,maan1238,mhy,abvd;barlowpacific;numerals
maba1278,Maba (Indonesia),Papunesia,0.59011,128.418,maba1278,mqa,barlowpacific;numerals
maba1279,Mabaka Valley Kalinga,Papunesia,17.6683,121.073,maba1279,kkg,barlowpacific
mada1285,Madak,Papunesia,-3.34342,151.967,mada1285,mmx,abvd;barlowpacific;numerals
made1253,Salawati,Papunesia,-1.05325,130.833,made1253,xmx,barlowpacific;numerals
madi1261,Madi (Papua New Guinea),Papunesia,-5.63017,146.407,madi1261,grg,numerals
madu1248,Madukayang Kalinga,Papunesia,17.1794,121.236,madu1248,kmd,barlowpacific
maee1241,Tirax,Papunesia,-15.9914,167.288,maee1241,mme,abvd;numerals
maen1235,Maeng Itneg,Papunesia,17.2453,120.718,maen1235,itt,barlowpacific
mafe1237,Mafea,Papunesia,-15.4316,167.241,mafe1237,mkv,abvd;numerals
maga1263,Mag-Anchi Ayta,Papunesia,15.1954,120.459,maga1263,sgb,abvd;numerals
maga1264,Southern Binukidnon,Papunesia,9.49196,122.769,maga1264,mtw,
magi1241,Mag-Indi Ayta,Papunesia,14.9617,120.182,magi1241,blx,abvd;numerals
magi1243,Magi,Papunesia,-5.1385,145.1091,magi1243,gkd,barlowpacific
magi1244,Magiyi,Papunesia,-4.88,144.88,magi1244,gmg,
mago1248,Magori,Papunesia,-10.2321,149.26,mago1248,zgr,abvd;barlowpacific;numerals
magu1243,Maguindanao,Papunesia,6.9453,124.509,magu1243,mdh,abvd;barlowpacific;numerals
maha1309,Mahafaly-Antanalana Malagasy,Africa,-24.2,44.5,maha1309,,barlowpacific
mahi1249,Mahigi,Papunesia,-7.684709,143.234891,mahi1249,,barlowpacific
maia1251,Maiadomu,Papunesia,-9.47132,150.76,maia1251,mzz,numerals
maia1253,Maiani,Papunesia,-4.55066,145.239,maia1253,tnh,barlowpacific
maia1254,Maia,Papunesia,-4.50212,145.096,maia1254,sks,barlowpacific;numerals
maib1239,Maybrat-Karon,Papunesia,-1.3679,132.591,maib1239,ayz,abvd;barlowpacific;lexirumah;numerals
maii1238,Maii,Papunesia,-16.7388,168.211,maii1238,mmm,abvd;numerals
mail1248,Mailu,Papunesia,-10.3657,149.521,mail1248,mgu,abvd;barlowpacific;numerals
main1275,Usun Apau Kenyah,Papunesia,3.54443,114.039,main1275,xkl,abvd;barlowpacific;numerals
mais1250,Maisin,Papunesia,-9.22853,148.731,mais1250,mbq,abvd;barlowpacific;numerals
maiw1249,Maiwala,Papunesia,-10.3282,150.33,maiw1249,mum,numerals
maiw1250,Maiwa (Indonesia),Papunesia,-3.59444,119.978,maiw1250,wmm,
maiw1251,Maiwa (Papua New Guinea),Papunesia,-9.69836,149.274,maiw1251,mti,numerals
maka1305,Makassar Malay,Papunesia,-5.16108,119.408,maka1305,mfp,barlowpacific
maka1311,Makasar,Papunesia,-5.65551,119.838,maka1311,mak,abvd;barlowpacific;googleuninum;numerals
maka1315,Makayam,Papunesia,-8.37312,142.706,maka1315,aup,barlowpacific
maka1316,Makasae-Makalero,Papunesia,-8.65843,126.507,maka1316,mkz,abvd;barlowpacific;lexirumah;numerals
makl1246,Maklew,Papunesia,-7.74424,139.273,makl1246,mgf,barlowpacific;numerals
mako1250,Makolkol,Papunesia,-4.87995,151.709,mako1250,zmh,
maku1277,Maku'a,Papunesia,-8.40372,127.239,maku1277,lva,numerals
mala1479,Central Malay,Eurasia,1.85856,103.0,mala1479,zlm,abvd;barlowpacific;googleuninum;numerals
mala1480,Malayic Dayak,Papunesia,-2.78384,111.136,mala1480,xdy,barlowpacific;numerals
mala1481,Manado Malay,Papunesia,1.48099,124.843,mala1481,xmm,barlowpacific
mala1482,Malaccan Creole Malay,Eurasia,2.20265,102.240488,mala1482,ccm,
mala1484,Malango,Papunesia,-9.61383,160.118,mala1484,mln,abvd;numerals
mala1487,Malasanga,Papunesia,-5.9401,147.058,mala1487,mqz,abvd;barlowpacific;numerals
mala1489,Malalamai,Papunesia,-5.77495,146.642,mala1489,mmt,abvd;barlowpacific;numerals
mala1494,Mala (Papua New Guinea),Papunesia,-4.35889,145.04,mala1494,ped,barlowpacific
mala1495,Manep,Papunesia,-4.76685,145.621,mala1495,mkr,barlowpacific
mala1534,Malaweg,Papunesia,17.844833,121.391322,mala1534,,barlowpacific
male1289,Maleu-Kilenge,Papunesia,-5.61613,148.445,male1289,mgl,abvd;barlowpacific;numerals
male1291,Male (Papua New Guinea),Papunesia,-5.49975,145.757,male1291,mdc,barlowpacific
malf1237,Na'ahai,Papunesia,-16.5499,167.509,malf1237,mlx,abvd;numerals
mali1283,Malimpung,Papunesia,-3.6996,119.76,mali1283,mli,
mali1284,Mali,Papunesia,-4.71826,152.214,mali1284,gcc,numerals
malo1243,Tamambo,Papunesia,-15.6835,167.16,malo1243,mla,abvd;numerals
malo1245,Malol,Papunesia,-3.11695,142.244,malo1245,mbk,numerals
malu1245,Malua-Tepërav,Papunesia,-15.9813,167.208,malu1245,mll,abvd;numerals
mama1275,Mamanwa,Papunesia,9.44744,125.548,mama1275,mmn,abvd;numerals
mama1276,Mamasa,Papunesia,-3.0811,119.484,mama1276,mqj,barlowpacific;numerals
mama1277,Mamaa,Papunesia,-6.35558,146.576,mama1277,mhf,barlowpacific
mamb1305,Mamboru,Papunesia,-9.42302,119.55,mamb1305,mvd,abvd;numerals
mamb1306,Mambae,Papunesia,-9.19552,125.475,mamb1306,mgm,abvd;lexirumah;numerals
mamu1254,Mamusi,Papunesia,-5.84776,151.033,mamu1254,kdf,barlowpacific;numerals
mamu1255,Mamuju,Papunesia,-2.50762,119.082,mamu1255,mqx,barlowpacific;numerals
mana1295,Manam,Papunesia,-4.07921,145.033,mana1295,mva,abvd;barlowpacific;numerals
mana1298,Manambu,Papunesia,-4.19082,142.862,mana1298,mle,barlowpacific;numerals
mand1440,Mandara,Papunesia,-2.7828,151.956,mand1440,tbf,abvd;barlowpacific;numerals
mand1442,Mandar,Papunesia,-3.34717,119.068,mand1442,mdr,barlowpacific;numerals
mand1443,Mander,Papunesia,-2.29479,138.751,mand1443,mqr,barlowpacific;numerals
mand1444,Mandobo Atas,Papunesia,-5.69357,140.624,mand1444,aax,barlowpacific
mand1445,Mandobo Bawah,Papunesia,-6.37255,140.451,mand1445,bwp,barlowpacific
mane1266,Manem,Papunesia,-2.99145,141.02,mane1266,jet,barlowpacific
mang1401,Mangareva,Papunesia,-23.1095,-134.97,mang1401,mrv,abvd;numerals
mang1403,Mangseng,Papunesia,-5.89752,150.68,mang1403,mbh,abvd;numerals
mang1404,Mangga Buang,Papunesia,-6.99891,146.685,mang1404,mmo,barlowpacific
mang1405,Manggarai,Papunesia,-8.55748,120.329,mang1405,mqy,abvd;lexirumah;numerals
mani1235,Sougb,Papunesia,-1.49611,133.95,mani1235,mnx,barlowpacific;lexirumah;numerals
mani1297,Manipa,Papunesia,-3.30342,127.565,mani1297,mqp,numerals
mano1275,Manombai,Papunesia,-5.94468,134.329,mano1275,woo,lexirumah;numerals
mans1260,Mansim,Papunesia,-0.915054,134.011116,mans1260,,barlowpacific;lexirumah
mans1262,Mansaka,Papunesia,6.79221,126.181,mans1262,msk,abvd;numerals
manu1258,Manusela,Papunesia,-3.1109,129.429,manu1258,wha,barlowpacific;numerals
maor1246,Maori,Papunesia,-38.2881,176.541,maor1246,mri,abvd;googleuninum;ids;numerals
mapa1244,Ma (Papua New Guinea),Papunesia,-5.73869,146.364,mapa1244,mjn,barlowpacific;numerals
mape1249,Mape,Papunesia,-6.59318,147.682,mape1249,mlh,barlowpacific;numerals
mape1250,Mapena,Papunesia,-9.77803,149.495,mape1250,mnm,
mapi1250,Mapia,Papunesia,0.908889,134.304722,mapi1250,mpy,barlowpacific
mapo1242,Mapos Buang,Papunesia,-6.86672,146.774,mapo1242,bzh,barlowpacific;numerals
mapu1244,Mapun,Papunesia,6.09061,118.75,mapu1244,sjm,abvd;numerals
mara1397,Marau,Papunesia,-1.66738,135.797,mara1397,mvr,barlowpacific;numerals
mara1399,Maragus,Papunesia,-16.0695,167.33,mara1399,mrs,abvd;numerals
mara1404,Maranao,Papunesia,7.79414,124.175,mara1404,mrw,abvd;numerals
mare1261,Maremgi,Papunesia,-2.31915,139.673,mare1261,mrx,barlowpacific;numerals
mari1426,Sunwadia,Papunesia,-14.970047,168.057941,mari1426,mrb,abvd;numerals
mari1428,Marik,Papunesia,-5.349,145.59,mari1428,dad,barlowpacific;numerals
mari1429,Mari (Madang Province),Papunesia,-5.97399,145.828,mari1429,hob,barlowpacific
mari1430,Mariri,Papunesia,-6.15097,134.88107,mari1430,mqi,numerals
mari1432,Mari (East Sepik Province),Papunesia,-4.46436,142.963,mari1432,mbx,
mari1435,Maring,Papunesia,-5.44015,144.642,mari1435,mbw,barlowpacific
mari1438,Maria (Papua New Guinea),Papunesia,-9.92982,148.303,mari1438,mds,barlowpacific
maro1244,Marovo,Papunesia,-8.37943,157.747,maro1244,mvo,abvd;numerals
mars1254,Marshallese,Papunesia,8.72,167.73,mars1254,mah,abvd;numerals
masa1307,Masadiit Itneg,Papunesia,17.4501,120.829,masa1307,tis,barlowpacific
masb1237,Masbate Sorsogon,Papunesia,12.8438,124.002,masb1237,bks,barlowpacific
masb1238,Masbatenyo,Papunesia,12.21453,123.63579,masb1238,msb,abvd;numerals
masi1265,Masimasi,Papunesia,-2.00717,139.04,masi1265,ism,barlowpacific;numerals
masi1266,Masiwang,Papunesia,-3.29547,130.601,masi1266,bnf,abvd;barlowpacific;lexirumah;numerals
masi1268,Masikoro Malagasy,Africa,-22.5582,43.8156,masi1268,msh,barlowpacific
mask1242,Maskelynes,Papunesia,-16.5073,167.818,mask1242,klv,abvd;numerals
mass1263,Massep,Papunesia,-1.74679,138.294,mass1263,mvs,barlowpacific
matb1237,Matbat,Papunesia,-1.8801,130.075,matb1237,xmt,abvd;barlowpacific;numerals
mate1260,Matepi,Papunesia,-5.13857,145.617,mate1260,mqe,barlowpacific
mati1250,Matigsalug Manobo,Papunesia,7.72124,125.16,mati1250,mbt,abvd;numerals
mato1252,Mato,Papunesia,-5.91639,146.859,mato1252,met,abvd;barlowpacific;numerals
matu1261,Matukar,Papunesia,-4.9078,145.779,matu1261,mjk,abvd;barlowpacific;numerals
mauw1238,Mauwake,Papunesia,-4.52416,145.394,mauw1238,mhl,barlowpacific;numerals
mawa1266,Mawak,Papunesia,-4.61817,145.283,mawa1266,mjj,barlowpacific
mawa1267,Mawan,Papunesia,-5.2219,145.589,mawa1267,mcz,barlowpacific
mawe1251,Mawes,Papunesia,-2.36944,139.752,mawe1251,mgk,barlowpacific;numerals
maya1282,Misool-Salawati Ma'ya,Papunesia,-1.22329,130.909,maya1282,slz,barlowpacific;numerals
mayo1262,Mayoyao Ifugao,Papunesia,16.9984,121.29,mayo1262,ifu,numerals
mbul1263,Mbula,Papunesia,-5.66965,148.041,mbul1263,mna,abvd;barlowpacific;numerals
meak1234,Meakambut,Papunesia,-4.833,143.783,meak1234,,barlowpacific
mede1237,Medebur,Papunesia,-4.49918,145.425,mede1237,mjm,barlowpacific;numerals
mehe1243,Mehek,Papunesia,-3.70927,142.498,mehe1243,nux,barlowpacific;numerals
meke1243,Mekeo,Papunesia,-8.23853,146.586,meke1243,mek,abvd;barlowpacific;numerals
mekm1240,Mekmek,Papunesia,-4.47017,143.75,mekm1240,mvk,barlowpacific
mekw1241,Mekwei,Papunesia,-2.52264,140.326,mekw1241,msf,barlowpacific
mele1250,Mele-Fila,Papunesia,-17.6841,168.275,mele1250,mxe,abvd;numerals
melp1238,Melpa,Papunesia,-5.62644,144.34,melp1238,med,barlowpacific
mend1267,Mendalam Kayan,Papunesia,0.98794,113.286,mend1267,xkd,
mend1268,Mende (Papua New Guinea),Papunesia,-3.67233,142.683,mend1268,sim,barlowpacific;numerals
meng1267,Mengen,Papunesia,-5.47036,151.373,meng1267,mee,abvd;barlowpacific;numerals
ment1249,Mentawai,Papunesia,-1.41092,98.9401,ment1249,mwv,abvd;barlowpacific;numerals
ment1251,Menterap,Papunesia,-0.293181,110.670512,ment1251,,
meny1245,Menya,Papunesia,-7.17425,146.071,meny1245,mcr,barlowpacific;numerals
meos1237,Meoswar,Papunesia,-2.07828,134.378,meos1237,mvx,barlowpacific;numerals
mera1242,Meramera,Papunesia,-4.97468,151.528,mera1242,mxm,abvd;barlowpacific;numerals
mere1242,Merei,Papunesia,-15.2839,166.905,mere1242,lmb,abvd;numerals
meri1244,Meriam,Papunesia,-9.59575,143.773,meri1244,ulk,barlowpacific;numerals
merl1237,Merlav,Papunesia,-14.450679,168.053527,merl1237,mrm,abvd;numerals
merr1239,Mer,Papunesia,-3.3828,134.731,merr1239,mnu,numerals
mese1244,Mese,Papunesia,-6.56072,147.137,mese1244,mci,barlowpacific
meya1236,Meyah,Papunesia,-1.18016,133.618,meya1236,mej,barlowpacific;lexirumah;numerals
mian1254,Miani,Papunesia,-4.42116,145.276,mian1254,pla,barlowpacific
mian1256,Mian,Papunesia,-4.70881,141.523,mian1256,mpt,numerals
midd1327,Middle Watut,Papunesia,-6.88249,146.399126,midd1327,mpl,barlowpacific;numerals
midg1235,Mid Grand Valley Dani,Papunesia,-4.06322,138.945,midg1235,dnt,barlowpacific
miga1241,Migabac,Papunesia,-6.33237,147.713,miga1241,mpp,barlowpacific;numerals
mina1268,Minangkabau,Papunesia,-0.896,100.44,mina1268,min,abvd;barlowpacific;googleuninum;numerals
mina1269,Minaveha,Papunesia,-9.59922,150.501,mina1269,mvn,abvd;numerals
mina1274,Minanibai-Foia Foia,Papunesia,-7.61717,144.011,mina1274,mcv,barlowpacific
mind1255,Mindiri,Papunesia,-5.5,146.15,mind1255,mpn,abvd;numerals
mini1251,Minigir,Papunesia,-4.31803,152.005,mini1251,vmg,abvd;numerals
mini1253,Minidien,Papunesia,-3.59408,142.33,mini1253,wii,barlowpacific
mino1243,Minokok,Papunesia,5.43348,116.759,mino1243,mqq,barlowpacific
misi1243,Misima-Paneati,Papunesia,-10.6821,152.696,misi1243,mpx,abvd;barlowpacific;numerals
miuu1237,Miu,Papunesia,-5.88037,149.557,miuu1237,mpo,numerals
mlap1238,Mlap,Papunesia,-2.57316,140.264,mlap1238,kja,barlowpacific
moda1244,Modang,Papunesia,0.80793,116.573,moda1244,mxd,abvd;barlowpacific;numerals
modo1249,Modole,Papunesia,1.40199,127.752,modo1249,mqo,barlowpacific
moer1240,Moere,Papunesia,-4.62246,145.458,moer1240,mvq,barlowpacific
moii1235,Moi (Indonesia),Papunesia,-0.96532,131.52,moii1235,mxn,barlowpacific;numerals
moik1239,Moikodi,Papunesia,-9.60232,148.312,moik1239,mkp,barlowpacific
moke1240,Mokerang,Papunesia,-2.01602,147.423,moke1240,mft,abvd;barlowpacific
moke1242,Moken,Eurasia,10.1474,98.6765,moke1242,mwt,abvd;barlowpacific;numerals
moki1238,Mokilese,Papunesia,6.65651,159.776,moki1238,mkj,abvd;numerals
mokl1243,Moklen,Eurasia,8.16761,98.3176,mokl1243,mkm,abvd;numerals
molb1237,Molbog,Papunesia,7.956663,117.030502,molb1237,pwm,barlowpacific;numerals
mole1239,Molet,Papunesia,-5.663114,146.525207,mole1239,,barlowpacific
moli1248,Molima,Papunesia,-9.57457,150.614,moli1248,mox,abvd;numerals
molm1235,Molmo One,Papunesia,-3.38127,141.806,molm1235,aun,numerals
molo1262,Molof,Papunesia,-3.41946,140.557,molo1262,msl,barlowpacific
moma1242,Moma,Papunesia,-1.4313,120.009,moma1242,myl,numerals
moma1243,Momare,Papunesia,-6.3409,147.79,moma1243,msz,barlowpacific
momi1242,Momina,Papunesia,-4.812,139.821,momi1242,mmb,
momu1241,Momuna,Papunesia,-5.04431,139.26,momu1241,mqf,barlowpacific;numerals
mond1265,Mondropolon,Papunesia,-2.01359,146.931,mond1265,npn,barlowpacific
mong1342,Mongondow,Papunesia,0.64616,124.114,mong1342,mog,abvd;barlowpacific;numerals
mong1344,Mwakai,Papunesia,-4.30038,143.965,mong1344,mgt,barlowpacific;numerals
moni1261,Moni,Papunesia,-3.72962,136.886,moni1261,mnz,barlowpacific;numerals
mono1273,Mono-Alu,Papunesia,-7.05102,155.76,mono1273,mte,abvd;numerals
mora1239,Moraid,Papunesia,-1.04083,131.965,mora1239,msg,barlowpacific;numerals
mora1273,Morawa,Papunesia,-10.1321,148.671,mora1273,mze,barlowpacific
morb1239,Mor (Bomberai Peninsula),Papunesia,-2.85747,132.845,morb1239,moq,barlowpacific;lexirumah
more1258,Moresada,Papunesia,-4.57497,144.988,more1258,msx,barlowpacific
mori1268,Mori Bawah,Papunesia,-2.56016,121.37,mori1268,xmz,abvd;barlowpacific
mori1269,Mori Atas,Papunesia,-2.2555,121.035,mori1269,mzq,abvd
mori1271,Morigi,Papunesia,-7.62961,143.88,mori1271,mdb,barlowpacific;numerals
morm1235,Mor (Mor Islands),Papunesia,-2.87055,135.95,morm1235,mhz,abvd;barlowpacific;numerals
moro1286,Ande,Papunesia,-15.3498,166.891,moro1286,mrp,abvd
moro1287,Moronene,Papunesia,-4.62361,121.824,moro1287,mqn,abvd;lexirumah;numerals
moro1289,Marori,Papunesia,-8.5692,140.688,moro1289,mok,barlowpacific
mort1237,Mortlockese,Papunesia,5.50735,153.710778,mort1237,mrl,abvd;numerals
mosi1248,Mosimo,Papunesia,-4.95226,145.605,mosi1248,mqv,barlowpacific
mosk1236,Moskona,Papunesia,-1.62201,133.145,mosk1236,mtj,lexirumah;numerals
mota1237,Mota,Papunesia,-13.835361,167.690924,mota1237,mtt,abvd;numerals
motl1237,Mwotlap,Papunesia,-13.655015,167.706277,motl1237,mlv,abvd;numerals
motu1246,Motu,Papunesia,-9.67492,147.424,motu1246,meu,abvd;barlowpacific;numerals
mouk1239,Mouk-Aria,Papunesia,-5.71155,149.158,mouk1239,mwh,abvd;barlowpacific;numerals
moun1252,Mountain Koiali,Papunesia,-9.06973,147.384,moun1252,kpx,barlowpacific;numerals
mouw1234,Mouwase,Papunesia,-7.442,143.808,mouw1234,jmw,barlowpacific
moya1235,Moyadan Itneg,Papunesia,17.4232,120.702,moya1235,ity,barlowpacific
mpot1241,Mpotovoro,Papunesia,-15.8988,167.232,mpot1241,mvt,abvd;numerals
mpur1239,Mpur,Papunesia,-0.7489,133.166,mpur1239,akc,barlowpacific;lexirumah;numerals
mtir1235,Mt. Iriga Agta,Papunesia,13.4566,123.463,mtir1235,agz,barlowpacific
mtir1236,Mt. Iraya Agta,Papunesia,13.4588,123.552,mtir1236,atl,barlowpacific
mual1241,Mualang,Papunesia,0.31083,111.077,mual1241,mtd,numerals
muba1238,Mubami,Papunesia,-7.5501,142.998,muba1238,tsx,barlowpacific
mudu1242,Muduapa,Papunesia,-4.69751,149.489,mudu1242,wiv,abvd;barlowpacific;numerals
mufi1238,Mufian,Papunesia,-3.57932,142.955,mufi1238,aoj,barlowpacific
mula1254,Mulaha,Papunesia,-9.68333,147.45,mula1254,mfw,barlowpacific
mumm1238,Mum,Papunesia,-4.83462,145.059,mumm1238,kqa,barlowpacific;numerals
muna1247,Muna,Papunesia,-5.40419,122.541,muna1247,mnb,abvd;barlowpacific;lexirumah;numerals
mung1269,Munggui,Papunesia,-1.66773,135.918,mung1269,mth,numerals
mung1272,Mungkip,Papunesia,-6.46208,146.747,mung1272,mpv,barlowpacific
muni1257,Munit,Papunesia,-5.24329,145.548,muni1257,mtc,barlowpacific
mura1271,Muratayak,Papunesia,-5.74416,146.54,mura1271,asx,
muri1259,Murik (Malaysia),Papunesia,3.7519,114.434,muri1259,mxr,abvd;barlowpacific;numerals
muri1260,Murik (Papua New Guinea),Papunesia,-3.86959,144.166,muri1260,mtf,barlowpacific
murk1238,Murkim,Papunesia,-4.07548,140.913,murk1238,rmh,barlowpacific
murp1234,Mur Pano,Papunesia,-5.6642,146.522,murp1234,tkv,barlowpacific
